problem_id,difficulty,before_pass,after_pass,transition,before_test_pass_ratio,after_test_pass_ratio,test_pass_ratio_delta,before_status,after_status
"abc397_b","medium","False","False","both_fail","0.25581395","0.25581395","0.00000000","WRONG_ANSWER","WRONG_ANSWER"
"abc397_c","medium","False","False","both_fail","0.09523810","0.00000000","-0.09523810","WRONG_ANSWER","WRONG_ANSWER"
"abc397_d","hard","False","False","both_fail","0.81395349","0.81395349","0.00000000","WRONG_ANSWER","WRONG_ANSWER"
"abc397_e","hard","False","False","both_fail","0.59523810","0.59523810","0.00000000","WRONG_ANSWER","WRONG_ANSWER"
"abc397_f","hard","False","False","both_fail","0.04761905","0.02380952","-0.02380952","WRONG_ANSWER","WRONG_ANSWER"
"abc397_g","hard","False","False","both_fail","0.11627907","0.16279070","0.04651163","RUNTIME_ERROR","WRONG_ANSWER"
"abc398_a","easy","False","False","both_fail","0.07142857","0.52380952","0.45238095","WRONG_ANSWER","WRONG_ANSWER"
"abc398_b","medium","False","False","both_fail","0.79545455","0.79545455","0.00000000","WRONG_ANSWER","WRONG_ANSWER"
"abc398_c","medium","False","False","both_fail","0.04761905","0.04761905","0.00000000","WRONG_ANSWER","WRONG_ANSWER"
"abc398_d","hard","False","False","both_fail","0.88372093","0.00000000","-0.88372093","TIME_LIMIT_EXCEEDED","RUNTIME_ERROR"
"abc398_f","hard","False","False","both_fail","0.09302326","0.09302326","0.00000000","WRONG_ANSWER","WRONG_ANSWER"
"abc398_g","hard","False","False","both_fail","0.11627907","0.37209302","0.25581395","RUNTIME_ERROR","WRONG_ANSWER"
"abc399_a","easy","True","True","both_pass","1.00000000","1.00000000","0.00000000","PASS","PASS"
"abc399_b","easy","False","False","both_fail","0.50000000","0.04545455","-0.45454545","WRONG_ANSWER","WRONG_ANSWER"
"abc399_c","medium","False","False","both_fail","0.44186047","0.44186047","0.00000000","WRONG_ANSWER","WRONG_ANSWER"
"abc399_d","medium","False","False","both_fail","0.00000000","0.00000000","0.00000000","WRONG_ANSWER","WRONG_ANSWER"
"abc399_e","hard","False","False","both_fail","0.56818182","0.56818182","0.00000000","WRONG_ANSWER","WRONG_ANSWER"
"abc399_f","hard","False","False","both_fail","0.00000000","0.00000000","0.00000000","RUNTIME_ERROR","RUNTIME_ERROR"
"abc400_a","easy","False","False","both_fail","0.02325581","0.02325581","0.00000000","WRONG_ANSWER","WRONG_ANSWER"
"abc400_b","easy","False","False","both_fail","0.22727273","0.22727273","0.00000000","WRONG_ANSWER","WRONG_ANSWER"
"abc400_c","medium","False","False","both_fail","0.06976744","0.06976744","0.00000000","TIME_LIMIT_EXCEEDED","TIME_LIMIT_EXCEEDED"
"abc400_d","medium","False","False","both_fail","0.00000000","0.00000000","0.00000000","RUNTIME_ERROR","RUNTIME_ERROR"
"abc400_e","hard","False","False","both_fail","0.00000000","0.00000000","0.00000000","TIME_LIMIT_EXCEEDED","TIME_LIMIT_EXCEEDED"
"abc400_g","hard","False","False","both_fail","0.00000000","0.00000000","0.00000000","RUNTIME_ERROR","RUNTIME_ERROR"
"arc181_a","medium","False","False","both_fail","0.21052632","0.15789474","-0.05263158","TIME_LIMIT_EXCEEDED","WRONG_ANSWER"
"arc183_a","medium","False","False","both_fail","0.03448276","0.00000000","-0.03448276","RUNTIME_ERROR","RUNTIME_ERROR"
"arc186_a","hard","False","False","both_fail","0.07142857","0.07142857","0.00000000","WRONG_ANSWER","WRONG_ANSWER"
"arc186_b","hard","False","False","both_fail","0.02380952","0.00000000","-0.02380952","TIME_LIMIT_EXCEEDED","TIME_LIMIT_EXCEEDED"
"arc186_c","hard","False","False","both_fail","0.00000000","0.00000000","0.00000000","TIME_LIMIT_EXCEEDED","RUNTIME_ERROR"
"arc186_d","hard","False","False","both_fail","0.06818182","0.06818182","0.00000000","WRONG_ANSWER","TIME_LIMIT_EXCEEDED"
"arc186_e","hard","False","False","both_fail","0.63636364","0.59090909","-0.04545455","WRONG_ANSWER","RUNTIME_ERROR"
"arc187_b","hard","False","False","both_fail","0.16279070","0.00000000","-0.16279070","WRONG_ANSWER","RUNTIME_ERROR"
"arc188_a","hard","False","False","both_fail","0.79069767","0.25581395","-0.53488372","WRONG_ANSWER","WRONG_ANSWER"
"arc188_b","hard","False","False","both_fail","0.00000000","0.00000000","0.00000000","WRONG_ANSWER","WRONG_ANSWER"
"arc188_c","hard","False","False","both_fail","0.00000000","0.27906977","0.27906977","RUNTIME_ERROR","TIME_LIMIT_EXCEEDED"
"arc188_d","hard","False","False","both_fail","0.95238095","0.95238095","0.00000000","WRONG_ANSWER","WRONG_ANSWER"
"arc189_a","medium","False","False","both_fail","0.07142857","0.07142857","0.00000000","TIME_LIMIT_EXCEEDED","TIME_LIMIT_EXCEEDED"
"arc189_b","hard","False","False","both_fail","0.09523810","0.09523810","0.00000000","WRONG_ANSWER","WRONG_ANSWER"
"arc189_c","hard","False","False","both_fail","0.38636364","0.77272727","0.38636364","RUNTIME_ERROR","WRONG_ANSWER"
"arc189_d","hard","False","False","both_fail","0.00000000","0.00000000","0.00000000","WRONG_ANSWER","WRONG_ANSWER"
"arc190_a","hard","False","False","both_fail","0.06818182","0.09090909","0.02272727","WRONG_ANSWER","WRONG_ANSWER"
"arc190_c","hard","False","False","both_fail","0.00000000","0.00000000","0.00000000","RUNTIME_ERROR","RUNTIME_ERROR"
"arc190_d","hard","False","False","both_fail","0.13953488","0.13953488","0.00000000","WRONG_ANSWER","WRONG_ANSWER"
"arc191_a","medium","False","False","both_fail","0.11627907","0.39534884","0.27906977","WRONG_ANSWER","WRONG_ANSWER"
"arc191_c","hard","False","False","both_fail","0.00000000","0.00000000","0.00000000","RUNTIME_ERROR","TIME_LIMIT_EXCEEDED"
"arc191_d","hard","False","False","both_fail","0.16279070","0.16279070","0.00000000","TIME_LIMIT_EXCEEDED","TIME_LIMIT_EXCEEDED"
"arc192_a","medium","False","False","both_fail","0.97674419","0.97674419","0.00000000","WRONG_ANSWER","WRONG_ANSWER"
"arc192_b","hard","False","False","both_fail","0.46511628","0.46511628","0.00000000","WRONG_ANSWER","WRONG_ANSWER"
"arc192_d","hard","False","False","both_fail","0.00000000","0.00000000","0.00000000","RUNTIME_ERROR","WRONG_ANSWER"
"arc192_e","hard","False","False","both_fail","0.04651163","0.00000000","-0.04651163","TIME_LIMIT_EXCEEDED","TIME_LIMIT_EXCEEDED"
"arc193_a","hard","False","False","both_fail","0.00000000","0.00000000","0.00000000","RUNTIME_ERROR","RUNTIME_ERROR"
"arc193_b","hard","False","False","both_fail","0.00000000","0.00000000","0.00000000","WRONG_ANSWER","WRONG_ANSWER"
"arc193_d","hard","False","False","both_fail","0.00000000","0.00000000","0.00000000","WRONG_ANSWER","WRONG_ANSWER"
"arc194_a","medium","False","False","both_fail","0.20930233","0.25581395","0.04651163","WRONG_ANSWER","WRONG_ANSWER"
"arc194_b","hard","False","False","both_fail","0.04651163","0.04651163","0.00000000","WRONG_ANSWER","WRONG_ANSWER"
"arc194_c","hard","False","False","both_fail","0.04651163","0.04651163","0.00000000","TIME_LIMIT_EXCEEDED","TIME_LIMIT_EXCEEDED"
"arc194_d","hard","False","False","both_fail","0.35714286","0.42857143","0.07142857","TIME_LIMIT_EXCEEDED","TIME_LIMIT_EXCEEDED"
"arc194_e","hard","False","False","both_fail","0.92857143","0.09523810","-0.83333333","WRONG_ANSWER","WRONG_ANSWER"
"arc195_a","medium","False","False","both_fail","0.67441860","0.67441860","0.00000000","WRONG_ANSWER","WRONG_ANSWER"
"arc195_b","hard","False","False","both_fail","0.76744186","0.76744186","0.00000000","WRONG_ANSWER","WRONG_ANSWER"
"arc195_c","hard","False","False","both_fail","0.00000000","0.00000000","0.00000000","TEST_RUNNER_ERROR","TEST_RUNNER_ERROR"
"arc195_d","hard","False","False","both_fail","0.00000000","0.00000000","0.00000000","RUNTIME_ERROR","RUNTIME_ERROR"
"arc195_e","hard","False","False","both_fail","0.00000000","0.00000000","0.00000000","RUNTIME_ERROR","RUNTIME_ERROR"
"arc196_a","hard","False","False","both_fail","0.13953488","0.37209302","0.23255814","RUNTIME_ERROR","WRONG_ANSWER"
"arc196_b","hard","False","False","both_fail","0.00000000","0.00000000","0.00000000","RUNTIME_ERROR","TIME_LIMIT_EXCEEDED"
"arc196_c","hard","False","False","both_fail","0.34883721","0.53488372","0.18604651","RUNTIME_ERROR","RUNTIME_ERROR"
"arc196_d","hard","False","False","both_fail","0.02380952","0.02380952","0.00000000","RUNTIME_ERROR","RUNTIME_ERROR"
